strategy,window_sec,date,title,score,final_margin,winner,question,outcome,loss_requires_goals,line,required_margin,final_total,team,team_goals,loser,spread_side,locked,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.95,size_le_0.95,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,page_errors
spread_tight_loss_ge2,60,2026-06-13,Brazil vs. Morocco,1-1,0,,Spread: Brazil (-1.5),Morocco,2,1.5,2,,,,,other_side,,6,1000.0,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,6,1000.0,6,1000.0,6,1000.0,[]
spread_tight_loss_ge2,120,2026-06-13,Brazil vs. Morocco,1-1,0,,Spread: Brazil (-1.5),Morocco,2,1.5,2,,,,,other_side,,6,1000.0,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,6,1000.0,6,1000.0,6,1000.0,[]
spread_tight_loss_ge2,180,2026-06-13,Brazil vs. Morocco,1-1,0,,Spread: Brazil (-1.5),Morocco,2,1.5,2,,,,,other_side,,6,1000.0,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,6,1000.0,6,1000.0,6,1000.0,[]
spread_tight_loss_ge2,300,2026-06-13,Brazil vs. Morocco,1-1,0,,Spread: Brazil (-1.5),Morocco,2,1.5,2,,,,,other_side,,6,1000.0,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,6,1000.0,6,1000.0,6,1000.0,[]
spread_tight_loss_ge2,480,2026-06-13,Brazil vs. Morocco,1-1,0,,Spread: Brazil (-1.5),Morocco,2,1.5,2,,,,,other_side,,8,1626.37,0.98,0.99,1.9808,0.9801,0,0,0,0,1,13.16,8,1626.37,8,1626.37,8,1626.37,[]
btts_yes_locked,60,2026-06-13,Qatar vs. Switzerland,1-1,0,,Qatar vs. Switzerland: Both Teams to Score,Yes,999,,,,,,,,True,23,1890.68,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,23,1890.68,23,1890.68,23,1890.68,[]
btts_yes_locked,120,2026-06-13,Qatar vs. Switzerland,1-1,0,,Qatar vs. Switzerland: Both Teams to Score,Yes,999,,,,,,,,True,45,3490.3,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,45,3490.3,45,3490.3,45,3490.3,[]
btts_yes_locked,180,2026-06-13,Qatar vs. Switzerland,1-1,0,,Qatar vs. Switzerland: Both Teams to Score,Yes,999,,,,,,,,True,63,7548.47,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,63,7548.47,63,7548.47,63,7548.47,[]
btts_yes_locked,300,2026-06-13,Qatar vs. Switzerland,1-1,0,,Qatar vs. Switzerland: Both Teams to Score,Yes,999,,,,,,,,True,169,24503.436719,0.01,0.99,9897.03,0.9801,69,4924.983434,73,5636.697762,80,5788.922242,169,24503.436719,169,24503.436719,169,24503.436719,[]
btts_yes_locked,480,2026-06-13,Qatar vs. Switzerland,1-1,0,,Qatar vs. Switzerland: Both Teams to Score,Yes,999,,,,,,,,True,181,25031.282817,0.01,0.99,9897.03,0.9801,81,5452.829532,85,6164.54386,92,6316.76834,181,25031.282817,181,25031.282817,181,25031.282817,[]
total_under_loss_ge2,60,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 3.5,Under,2,3.5,,2,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,120,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 3.5,Under,2,3.5,,2,,,,,,4,74.43,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,4,74.43,4,74.43,4,74.43,[]
total_under_loss_ge2,180,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 3.5,Under,2,3.5,,2,,,,,,5,97.82,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,5,97.82,5,97.82,5,97.82,[]
total_under_loss_ge2,300,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 3.5,Under,2,3.5,,2,,,,,,7,144.55,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,7,144.55,7,144.55,7,144.55,[]
total_under_loss_ge2,480,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 3.5,Under,2,3.5,,2,,,,,,11,1514.12,0.98,0.99,1.9808,0.9801,0,0,0,0,1,73.76,11,1514.12,11,1514.12,11,1514.12,[]
total_over_locked,60,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 1.5,Over,999,1.5,,2,,,,,True,4,918.12,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,918.12,[]
total_over_locked,120,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 1.5,Over,999,1.5,,2,,,,,True,5,922.28,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,922.28,[]
total_over_locked,180,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 1.5,Over,999,1.5,,2,,,,,True,5,922.28,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,922.28,[]
total_over_locked,300,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 1.5,Over,999,1.5,,2,,,,,True,5,922.28,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,922.28,[]
total_over_locked,480,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 1.5,Over,999,1.5,,2,,,,,True,7,1205.37,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,1205.37,[]
total_over_locked,60,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: O/U 0.5,Over,999,0.5,,1,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,120,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: O/U 0.5,Over,999,0.5,,1,,,,,True,1,1.04,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1.04,[]
total_over_locked,180,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: O/U 0.5,Over,999,0.5,,1,,,,,True,1,1.04,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1.04,[]
total_over_locked,300,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: O/U 0.5,Over,999,0.5,,1,,,,,True,1,1.04,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1.04,[]
total_over_locked,480,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: O/U 0.5,Over,999,0.5,,1,,,,,True,1,1.04,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1.04,[]
team_total_under_loss_ge2,60,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Haiti O/U 1.5,Under,2,1.5,,,Haiti,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Haiti O/U 1.5,Under,2,1.5,,,Haiti,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,180,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Haiti O/U 1.5,Under,2,1.5,,,Haiti,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,300,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Haiti O/U 1.5,Under,2,1.5,,,Haiti,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,480,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Haiti O/U 1.5,Under,2,1.5,,,Haiti,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,60,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Spread: Scotland (-2.5),Haiti,2,2.5,3,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,120,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Spread: Scotland (-2.5),Haiti,2,2.5,3,,,,,other_side,,1,210.1,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,210.1,[]
spread_tight_loss_ge2,180,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Spread: Scotland (-2.5),Haiti,2,2.5,3,,,,,other_side,,2,254.79,0.997,0.999,0.2919,0.0971,0,0,0,0,0,0,0,0,0,0,2,254.79,[]
spread_tight_loss_ge2,300,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Spread: Scotland (-2.5),Haiti,2,2.5,3,,,,,other_side,,2,254.79,0.997,0.999,0.2919,0.0971,0,0,0,0,0,0,0,0,0,0,2,254.79,[]
spread_tight_loss_ge2,480,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Spread: Scotland (-2.5),Haiti,2,2.5,3,,,,,other_side,,3,258.79,0.992,0.999,0.7825,0.0971,0,0,0,0,0,0,0,0,1,4.0,3,258.79,[]
team_total_over_locked,60,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Scotland O/U 0.5,Over,999,0.5,,,Scotland,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,120,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Scotland O/U 0.5,Over,999,0.5,,,Scotland,1,,,True,1,4700.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,4700.0,[]
team_total_over_locked,180,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Scotland O/U 0.5,Over,999,0.5,,,Scotland,1,,,True,1,4700.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,4700.0,[]
team_total_over_locked,300,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Scotland O/U 0.5,Over,999,0.5,,,Scotland,1,,,True,3,14400.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,14400.0,[]
team_total_over_locked,480,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti vs. Scotland: Scotland O/U 0.5,Over,999,0.5,,,Scotland,1,,,True,7,20670.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,20670.0,[]
loser_no,60,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Will Haiti win on 2026-06-13?,No,2,,,,,,Haiti,,,3,10000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,10000.0,[]
loser_no,120,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Will Haiti win on 2026-06-13?,No,2,,,,,,Haiti,,,4,11000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,11000.0,[]
loser_no,180,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Will Haiti win on 2026-06-13?,No,2,,,,,,Haiti,,,17,53493.95,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,17,53493.95,[]
