strategy,window_sec,date,title,score,final_margin,winner,question,outcome,loss_requires_goals,line,required_margin,final_total,team,team_goals,loser,spread_side,locked,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.95,size_le_0.95,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,page_errors
total_over_locked,60,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 0.5,Over,999,0.5,,1,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,120,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 0.5,Over,999,0.5,,1,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,180,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 0.5,Over,999,0.5,,1,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,300,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 0.5,Over,999,0.5,,1,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,480,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 0.5,Over,999,0.5,,1,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,60,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Brazil vs. Haiti: O/U 4.5,Under,2,4.5,,3,,,,,,1,4.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,4.0,[]
total_under_loss_ge2,120,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Brazil vs. Haiti: O/U 4.5,Under,2,4.5,,3,,,,,,10,2320.79,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,3,960.55,10,2320.79,[]
total_under_loss_ge2,180,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Brazil vs. Haiti: O/U 4.5,Under,2,4.5,,3,,,,,,12,2328.79,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,8.0,5,968.55,12,2328.79,[]
total_under_loss_ge2,300,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Brazil vs. Haiti: O/U 4.5,Under,2,4.5,,3,,,,,,30,8901.095,0.98,0.999,1.9808,0.0971,0,0,0,0,7,221.8,19,6568.315,22,7528.865,30,8901.095,[]
total_under_loss_ge2,480,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Brazil vs. Haiti: O/U 4.5,Under,2,4.5,,3,,,,,,65,24208.583526,0.93,0.999,7.3169,0.0971,9,443.19,28,12469.711126,41,15528.278426,54,21875.803526,57,22836.353526,65,24208.583526,[]
team_total_over_locked,60,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Paraguay O/U 0.5,Over,999,0.5,,,Paraguay,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,120,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Paraguay O/U 0.5,Over,999,0.5,,,Paraguay,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,180,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Paraguay O/U 0.5,Over,999,0.5,,,Paraguay,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,300,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Paraguay O/U 0.5,Over,999,0.5,,,Paraguay,1,,,True,1,5.04,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,5.04,[]
team_total_over_locked,480,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Paraguay O/U 0.5,Over,999,0.5,,,Paraguay,1,,,True,1,5.04,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,5.04,[]
team_total_under_loss_ge2,60,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Türkiye O/U 1.5,Under,2,1.5,,,Türkiye,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Türkiye O/U 1.5,Under,2,1.5,,,Türkiye,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,180,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Türkiye O/U 1.5,Under,2,1.5,,,Türkiye,0,,,,2,58.33,0.96,0.96,4.0467,4.0467,0,0,1,8.33,1,8.33,1,8.33,1,8.33,2,58.33,[]
team_total_under_loss_ge2,300,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Türkiye O/U 1.5,Under,2,1.5,,,Türkiye,0,,,,2,58.33,0.96,0.96,4.0467,4.0467,0,0,1,8.33,1,8.33,1,8.33,1,8.33,2,58.33,[]
team_total_under_loss_ge2,480,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Türkiye O/U 1.5,Under,2,1.5,,,Türkiye,0,,,,2,58.33,0.96,0.96,4.0467,4.0467,0,0,1,8.33,1,8.33,1,8.33,1,8.33,2,58.33,[]
loser_no,60,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Will Türkiye win on 2026-06-19?,No,2,,,,,,Türkiye,,,12,5198.88,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,12,5198.88,[]
loser_no,120,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Will Türkiye win on 2026-06-19?,No,2,,,,,,Türkiye,,,29,28840.02,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,29,28840.02,[]
loser_no,180,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Will Türkiye win on 2026-06-19?,No,2,,,,,,Türkiye,,,39,62729.37,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,39,62729.37,[]
loser_no,300,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Will Türkiye win on 2026-06-19?,No,2,,,,,,Türkiye,,,79,164390.896724,0.9979999995436748,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,79,164390.896724,[]
loser_no,480,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Will Türkiye win on 2026-06-19?,No,2,,,,,,Türkiye,,,183,253157.087431,0.9880000011808,0.999,1.1786,0.0971,0,0,0,0,0,0,33,23461.854057,61,34872.983593,183,253157.087431,[]
total_under_loss_ge2,60,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 2.5,Under,2,2.5,,1,,,,,,3,423.4,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,423.4,[]
total_under_loss_ge2,120,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 2.5,Under,2,2.5,,1,,,,,,7,936.3,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,936.3,[]
total_under_loss_ge2,180,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 2.5,Under,2,2.5,,1,,,,,,12,3431.39,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,12,3431.39,[]
total_under_loss_ge2,300,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 2.5,Under,2,2.5,,1,,,,,,27,5230.737831,0.98,0.999,1.9808,0.0971,0,0,0,0,1,42.39,9,61.391,12,1149.047333,27,5230.737831,[]
total_under_loss_ge2,480,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 2.5,Under,2,2.5,,1,,,,,,80,30331.014411,0.94,0.999,6.203,0.0971,6,1024.71,31,17287.16,50,24179.274671,62,25161.66758,65,26249.323913,80,30331.014411,[]
total_under_loss_ge2,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 7.5,Under,2,7.5,,6,,,,,,1,434.3,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,434.3,[]
total_under_loss_ge2,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 7.5,Under,2,7.5,,6,,,,,,1,434.3,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,434.3,[]
total_under_loss_ge2,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 7.5,Under,2,7.5,,6,,,,,,3,21467.96,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,21467.96,[]
total_under_loss_ge2,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 7.5,Under,2,7.5,,6,,,,,,9,25830.122666,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,4,1093.0,4,1093.0,9,25830.122666,[]
total_under_loss_ge2,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 7.5,Under,2,7.5,,6,,,,,,15,28689.908029,0.971,0.999,2.8996,0.0971,0,0,0,0,3,166.66,9,1750.882363,9,1750.882363,15,28689.908029,[]
spread_tight_loss_ge2,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-5.5),Sweden,2,5.5,6,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-5.5),Sweden,2,5.5,6,,,,,other_side,,1,12.89,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,12.89,[]
spread_tight_loss_ge2,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-5.5),Sweden,2,5.5,6,,,,,other_side,,1,12.89,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,12.89,[]
spread_tight_loss_ge2,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-5.5),Sweden,2,5.5,6,,,,,other_side,,1,12.89,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,12.89,[]
spread_tight_loss_ge2,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-5.5),Sweden,2,5.5,6,,,,,other_side,,4,124.556665,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,3,111.666665,4,124.556665,[]
team_total_under_loss_ge2,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 2.5,Under,2,2.5,,,Sweden,1,,,,2,103.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,103.58,[]
team_total_under_loss_ge2,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 2.5,Under,2,2.5,,,Sweden,1,,,,2,103.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,103.58,[]
team_total_under_loss_ge2,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 2.5,Under,2,2.5,,,Sweden,1,,,,2,103.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,103.58,[]
team_total_under_loss_ge2,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 2.5,Under,2,2.5,,,Sweden,1,,,,5,118.58,0.98,0.999,1.9808,0.0971,0,0,0,0,1,5.0,3,15.0,3,15.0,5,118.58,[]
team_total_under_loss_ge2,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 2.5,Under,2,2.5,,,Sweden,1,,,,16,851.58,0.978,0.999,2.1835,0.0971,0,0,0,0,4,23.0,14,748.0,14,748.0,16,851.58,[]
loser_no,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Sweden win on 2026-06-20?,No,5,,,,,,Sweden,,,1,196.81,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,196.81,[]
loser_no,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Sweden win on 2026-06-20?,No,5,,,,,,Sweden,,,1,196.81,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,196.81,[]
loser_no,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Sweden win on 2026-06-20?,No,5,,,,,,Sweden,,,2,201.81,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,201.81,[]
loser_no,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Sweden win on 2026-06-20?,No,5,,,,,,Sweden,,,4,1445.11,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,1445.11,[]
loser_no,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Sweden win on 2026-06-20?,No,5,,,,,,Sweden,,,9,3363.97,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,3363.97,[]
draw_no_lead_ge2,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands vs. Sweden end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
draw_no_lead_ge2,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands vs. Sweden end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
draw_no_lead_ge2,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands vs. Sweden end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
draw_no_lead_ge2,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands vs. Sweden end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
draw_no_lead_ge2,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands vs. Sweden end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
leader_yes_lead_ge2,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands win on 2026-06-20?,Yes,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
leader_yes_lead_ge2,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands win on 2026-06-20?,Yes,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
leader_yes_lead_ge2,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands win on 2026-06-20?,Yes,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
leader_yes_lead_ge2,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands win on 2026-06-20?,Yes,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
leader_yes_lead_ge2,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands win on 2026-06-20?,Yes,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 0.5,Over,999,0.5,,,Sweden,1,,,True,1,1.44,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1.44,[]
team_total_over_locked,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 0.5,Over,999,0.5,,,Sweden,1,,,True,1,1.44,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1.44,[]
team_total_over_locked,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 0.5,Over,999,0.5,,,Sweden,1,,,True,1,1.44,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1.44,[]
team_total_over_locked,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 0.5,Over,999,0.5,,,Sweden,1,,,True,2,165.98,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,165.98,[]
team_total_over_locked,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Sweden O/U 0.5,Over,999,0.5,,,Sweden,1,,,True,4,244.65,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,244.65,[]
total_over_locked,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 5.5,Over,999,5.5,,6,,,,,True,12,2073.94,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,12,2073.94,[]
total_over_locked,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 5.5,Over,999,5.5,,6,,,,,True,20,17144.86,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,20,17144.86,[]
total_over_locked,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 5.5,Over,999,5.5,,6,,,,,True,36,23010.6,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,36,23010.6,[]
total_over_locked,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 5.5,Over,999,5.5,,6,,,,,True,60,33587.61,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,60,33587.61,[]
total_over_locked,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: O/U 5.5,Over,999,5.5,,6,,,,,True,391,258621.240718,0.2810000222890025,0.999,253.7149,0.0971,46,5204.039011,54,6905.571777,79,22637.005671,144,106041.77858,219,187020.318718,391,258621.240718,[]
total_under_loss_ge2,60,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 4.5,Under,2,4.5,,3,,,,,,3,165.86,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,165.86,[]
total_under_loss_ge2,120,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 4.5,Under,2,4.5,,3,,,,,,5,389.49,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,389.49,[]
total_under_loss_ge2,180,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 4.5,Under,2,4.5,,3,,,,,,5,389.49,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,389.49,[]
total_under_loss_ge2,300,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 4.5,Under,2,4.5,,3,,,,,,17,44299.49,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,17,44299.49,[]
total_under_loss_ge2,480,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 4.5,Under,2,4.5,,3,,,,,,27,64920.022481,0.993,0.999,0.6839,0.0971,0,0,0,0,0,0,0,0,2,408.09,27,64920.022481,[]
btts_yes_locked,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Both Teams to Score,Yes,999,,,,,,,,True,2,1968.25,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,1968.25,[]
btts_yes_locked,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Both Teams to Score,Yes,999,,,,,,,,True,4,2094.6,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,2094.6,[]
btts_yes_locked,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Both Teams to Score,Yes,999,,,,,,,,True,10,46496.41,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,10,46496.41,[]
btts_yes_locked,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Both Teams to Score,Yes,999,,,,,,,,True,22,47115.81,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,22,47115.81,[]
btts_yes_locked,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Netherlands vs. Sweden: Both Teams to Score,Yes,999,,,,,,,,True,38,50558.16,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,38,50558.16,[]
spread_tight_loss_ge2,60,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Spread: Germany (-2.5),Côte d'Ivoire,2,2.5,3,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,120,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Spread: Germany (-2.5),Côte d'Ivoire,2,2.5,3,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,180,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Spread: Germany (-2.5),Côte d'Ivoire,2,2.5,3,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,300,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Spread: Germany (-2.5),Côte d'Ivoire,2,2.5,3,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,480,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Spread: Germany (-2.5),Côte d'Ivoire,2,2.5,3,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,60,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Côte d'Ivoire O/U 2.5,Under,2,2.5,,,Côte d'Ivoire,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Côte d'Ivoire O/U 2.5,Under,2,2.5,,,Côte d'Ivoire,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,180,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Côte d'Ivoire O/U 2.5,Under,2,2.5,,,Côte d'Ivoire,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,300,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Côte d'Ivoire O/U 2.5,Under,2,2.5,,,Côte d'Ivoire,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,480,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Côte d'Ivoire O/U 2.5,Under,2,2.5,,,Côte d'Ivoire,1,,,,1,245.83,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,245.83,[]
loser_no,60,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Will Côte d'Ivoire win on 2026-06-20?,No,2,,,,,,Côte d'Ivoire,,,14,3992.83,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,14,3992.83,[]
loser_no,120,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Will Côte d'Ivoire win on 2026-06-20?,No,2,,,,,,Côte d'Ivoire,,,37,37709.36,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,37,37709.36,[]
loser_no,180,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Will Côte d'Ivoire win on 2026-06-20?,No,2,,,,,,Côte d'Ivoire,,,47,40237.12,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,10,2527.76,10,2527.76,47,40237.12,[]
loser_no,300,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Will Côte d'Ivoire win on 2026-06-20?,No,2,,,,,,Côte d'Ivoire,,,348,154240.566682,0.93,0.999,7.3169,0.0971,154,28330.274532,206,41898.826682,231,48357.319482,311,116531.206682,311,116531.206682,348,154240.566682,[]
loser_no,480,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Will Côte d'Ivoire win on 2026-06-20?,No,2,,,,,,Côte d'Ivoire,,,607,238365.164863,0.9,0.999,10.8111,0.0971,413,112454.872713,465,126023.424863,490,132481.917663,570,200655.804863,570,200655.804863,607,238365.164863,[]
total_over_locked,60,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 2.5,Over,999,2.5,,3,,,,,True,32,74282.88,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,32,74282.88,[]
total_over_locked,120,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 2.5,Over,999,2.5,,3,,,,,True,69,85128.77,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,69,85128.77,[]
total_over_locked,180,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 2.5,Over,999,2.5,,3,,,,,True,103,90202.45,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,23,2617.9,23,2617.9,103,90202.45,[]
total_over_locked,300,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 2.5,Over,999,2.5,,3,,,,,True,453,208547.689619,0.16,0.999,522.48,0.0971,248,57323.303078,282,67220.992569,303,72741.819619,373,120963.139619,373,120963.139619,453,208547.689619,[]
total_over_locked,480,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: O/U 2.5,Over,999,2.5,,3,,,,,True,713,311323.33032,0.16,0.999,522.48,0.0971,508,160098.943779,542,169996.63327,563,175517.46032,633,223738.78032,633,223738.78032,713,311323.33032,[]
